,Date,CO(GT),C6H6(GT),NO2(GT)
4312,06/09/2004,1.3,5.7,
4313,06/09/2004,1.4,6.6,
4314,06/09/2004,1.3,5.3,
4315,06/09/2004,1.4,6.0,
4316,06/09/2004,1.2,5.4,
4317,06/09/2004,1.3,6.1,
4318,06/09/2004,1.5,6.7,
4319,06/09/2004,2.3,11.7,
4320,06/09/2004,2.6,13.5,
4321,06/09/2004,2.9,13.5,
4322,06/09/2004,1.8,8.5,
4323,06/09/2004,1.3,5.5,
4324,06/09/2004,1.3,5.8,
4325,06/09/2004,1.2,4.8,
4326,07/09/2004,1.2,5.2,
4327,07/09/2004,0.8,3.0,
4328,07/09/2004,0.6,2.7,
4329,07/09/2004,0.6,3.6,
4330,07/09/2004,0.6,4.4,
4331,07/09/2004,0.7,4.0,
4332,07/09/2004,1.3,7.7,64.0
4333,07/09/2004,2.5,13.9,72.0
4334,07/09/2004,3.4,22.0,73.0
4335,07/09/2004,2.1,10.2,64.0
4336,07/09/2004,2.2,10.4,74.0
4337,07/09/2004,1.7,8.0,89.0
4338,07/09/2004,2.1,10.1,
4339,07/09/2004,2.2,10.7,
4340,07/09/2004,1.4,7.9,
4341,07/09/2004,1.4,7.1,
4342,07/09/2004,1.6,9.0,
4343,07/09/2004,2.3,11.2,
4344,07/09/2004,3.3,16.0,
4345,07/09/2004,4.1,19.9,
4346,07/09/2004,3.3,15.3,
4347,07/09/2004,2.2,11.1,
4348,07/09/2004,,10.0,
4349,07/09/2004,,,
4350,08/09/2004,,,
4351,08/09/2004,,,
4352,08/09/2004,,,
4353,08/09/2004,,,
4354,08/09/2004,,,
4355,08/09/2004,,,
4356,08/09/2004,,,
4357,08/09/2004,,,
4358,08/09/2004,,,
4359,08/09/2004,,34.5,
4360,08/09/2004,,,
4361,08/09/2004,,,
4362,08/09/2004,,,
4363,08/09/2004,,,
4364,08/09/2004,,,
4365,08/09/2004,,,
4366,08/09/2004,,,
4367,08/09/2004,3.4,,
4368,08/09/2004,4.0,18.9,188.0
4369,08/09/2004,4.7,24.1,176.0
4370,08/09/2004,3.8,18.1,163.0
4371,08/09/2004,2.8,15.8,155.0
4372,08/09/2004,2.6,14.6,146.0
4373,08/09/2004,2.0,10.6,131.0
4374,09/09/2004,1.4,7.5,119.0
4375,09/09/2004,1.2,7.4,98.0
4376,09/09/2004,0.6,3.8,89.0
4377,09/09/2004,0.3,2.3,
4378,09/09/2004,0.2,2.3,68.0
4379,09/09/2004,0.4,2.7,65.0
4380,09/09/2004,0.6,4.9,81.0
4381,09/09/2004,3.0,18.2,136.0
4382,09/09/2004,3.2,21.4,130.0
4383,09/09/2004,3.5,21.3,157.0
4384,09/09/2004,3.1,19.9,171.0
4385,09/09/2004,2.2,14.8,143.0
4386,09/09/2004,1.7,12.6,116.0
4387,09/09/2004,2.0,13.0,129.0
4388,09/09/2004,2.5,16.2,168.0
4389,09/09/2004,2.4,15.0,152.0
4390,09/09/2004,2.9,16.2,175.0
4391,09/09/2004,4.2,22.7,212.0
4392,09/09/2004,5.4,32.3,220.0
4393,09/09/2004,4.3,22.3,175.0
4394,09/09/2004,3.6,16.6,165.0
4395,09/09/2004,2.0,11.0,136.0
4396,09/09/2004,1.5,11.3,111.0
4397,09/09/2004,1.5,9.3,114.0
4398,10/09/2004,1.2,7.3,96.0
4399,10/09/2004,1.0,5.5,75.0
4400,10/09/2004,0.5,3.5,58.0
4401,10/09/2004,0.5,2.8,
4402,10/09/2004,0.4,2.9,41.0
4403,10/09/2004,0.5,3.6,55.0
4404,10/09/2004,0.7,5.5,73.0
4405,10/09/2004,2.4,15.5,108.0
4406,10/09/2004,4.1,28.3,147.0
4407,10/09/2004,3.0,17.8,150.0
4408,10/09/2004,2.0,12.8,131.0
4409,10/09/2004,2.5,15.7,144.0
4410,10/09/2004,2.4,15.4,151.0
4411,10/09/2004,2.6,15.6,165.0
4412,10/09/2004,1.9,12.6,135.0
4413,10/09/2004,2.1,12.2,143.0
4414,10/09/2004,2.5,13.4,153.0
4415,10/09/2004,2.7,14.3,149.0
4416,10/09/2004,3.3,16.5,164.0
4417,10/09/2004,3.2,17.4,180.0
4418,10/09/2004,2.6,12.9,159.0
4419,10/09/2004,1.4,8.2,119.0
4420,10/09/2004,1.6,9.2,127.0
4421,10/09/2004,1.7,9.3,131.0
4422,11/09/2004,1.6,10.4,101.0
4423,11/09/2004,,6.2,
4424,11/09/2004,,4.2,
4425,11/09/2004,,3.1,
4426,11/09/2004,,2.3,
4427,11/09/2004,,3.1,
4428,11/09/2004,,4.0,
4429,11/09/2004,,10.8,
4430,11/09/2004,,13.0,
4431,11/09/2004,,10.3,
4432,11/09/2004,,16.3,
4433,11/09/2004,,12.7,
4434,11/09/2004,,9.7,
4435,11/09/2004,,9.1,
4436,11/09/2004,,7.0,
4437,11/09/2004,,7.0,
4438,11/09/2004,,9.5,
4439,11/09/2004,,9.8,
4440,11/09/2004,,11.7,
4441,11/09/2004,,13.9,
4442,11/09/2004,,8.7,
4443,11/09/2004,,10.9,
4444,11/09/2004,,12.3,
4445,11/09/2004,,12.4,
4446,12/09/2004,,12.1,
4447,12/09/2004,,8.0,
4448,12/09/2004,,8.4,
4449,12/09/2004,,4.9,
4450,12/09/2004,,4.2,
4451,12/09/2004,,2.3,
4452,12/09/2004,,2.5,
4453,12/09/2004,,4.9,
4454,12/09/2004,,6.6,
4455,12/09/2004,,6.5,
4456,12/09/2004,,6.4,
4457,12/09/2004,,5.6,
4458,12/09/2004,,6.4,
4459,12/09/2004,,7.6,
4460,12/09/2004,,3.5,
4461,12/09/2004,,3.3,
4462,12/09/2004,,6.6,
4463,12/09/2004,,8.3,
4464,12/09/2004,,8.0,
4465,12/09/2004,,12.6,
4466,12/09/2004,,17.5,
4467,12/09/2004,,14.8,
4468,12/09/2004,,23.3,
4469,12/09/2004,,12.2,
4470,13/09/2004,,7.2,
4471,13/09/2004,,4.6,
4472,13/09/2004,,3.8,
4473,13/09/2004,,3.7,
4474,13/09/2004,,4.0,
4475,13/09/2004,,5.5,
4476,13/09/2004,,8.3,
4477,13/09/2004,,28.2,
4478,13/09/2004,,32.1,
4479,13/09/2004,,17.7,
4480,13/09/2004,3.1,18.4,138.0
4481,13/09/2004,2.9,16.3,138.0
4482,13/09/2004,3.0,18.2,138.0
4483,13/09/2004,3.0,17.9,137.0
4484,13/09/2004,2.2,12.6,120.0
4485,13/09/2004,2.0,11.3,208.0
4486,13/09/2004,2.3,14.9,128.0
4487,13/09/2004,3.1,18.5,145.0
4488,13/09/2004,,25.2,
4489,13/09/2004,6.2,35.9,168.0
4490,13/09/2004,4.7,26.7,177.0
4491,13/09/2004,3.0,19.9,172.0
4492,13/09/2004,2.1,14.6,112.0
4493,13/09/2004,1.0,6.9,39.0
4494,14/09/2004,0.8,5.6,68.0
4495,14/09/2004,0.7,3.9,51.0
4496,14/09/2004,,3.2,
4497,14/09/2004,,3.9,
4498,14/09/2004,,4.6,
4499,14/09/2004,,5.0,
4500,14/09/2004,,9.6,
4501,14/09/2004,,27.8,
4502,14/09/2004,,32.1,
4503,14/09/2004,,20.9,
4504,14/09/2004,,11.8,
4505,14/09/2004,,15.8,
4506,14/09/2004,,15.8,
4507,14/09/2004,,14.0,
4508,14/09/2004,,8.2,
4509,14/09/2004,,13.7,
4510,14/09/2004,,19.5,
4511,14/09/2004,,26.7,
4512,14/09/2004,,18.7,
4513,14/09/2004,,13.9,
4514,14/09/2004,,6.7,
4515,14/09/2004,,4.2,
4516,14/09/2004,,3.6,
4517,14/09/2004,,4.4,
4518,15/09/2004,,4.2,
4519,15/09/2004,,2.6,
4520,15/09/2004,,3.1,
4521,15/09/2004,,3.0,
4522,15/09/2004,,3.4,
4523,15/09/2004,,4.0,
4524,15/09/2004,,7.8,
4525,15/09/2004,,16.1,
4526,15/09/2004,,27.6,
4527,15/09/2004,,17.8,
4528,15/09/2004,,18.5,
4529,15/09/2004,,21.6,
4530,15/09/2004,,21.0,
4531,15/09/2004,,17.2,
4532,15/09/2004,,16.1,
4533,15/09/2004,,18.6,
4534,15/09/2004,,17.2,
4535,15/09/2004,3.3,17.3,112.0
4536,15/09/2004,6.1,28.6,170.0
4537,15/09/2004,6.7,31.8,173.0
4538,15/09/2004,4.4,20.1,135.0
4539,15/09/2004,1.9,9.2,93.0
4540,15/09/2004,1.8,10.3,74.0
4541,15/09/2004,1.5,8.6,69.0
4542,16/09/2004,1.6,8.6,109.0
4543,16/09/2004,0.8,4.8,55.0
4544,16/09/2004,0.5,2.6,49.0
4545,16/09/2004,0.7,4.3,
4546,16/09/2004,0.6,4.5,42.0
4547,16/09/2004,0.9,6.6,50.0
4548,16/09/2004,1.4,10.1,53.0
4549,16/09/2004,4.2,23.4,86.0
4550,16/09/2004,4.1,25.0,81.0
4551,16/09/2004,3.6,21.6,96.0
4552,16/09/2004,2.5,13.0,96.0
4553,16/09/2004,1.3,6.8,79.0
4554,16/09/2004,1.7,10.0,95.0
4555,16/09/2004,2.1,11.7,127.0
4556,16/09/2004,1.7,9.8,102.0
4557,16/09/2004,1.9,10.2,107.0
4558,16/09/2004,2.3,12.0,110.0
4559,16/09/2004,3.3,17.7,124.0
4560,16/09/2004,3.5,18.8,113.0
4561,16/09/2004,3.6,17.6,104.0
4562,16/09/2004,2.9,13.8,117.0
4563,16/09/2004,2.0,9.4,94.0
4564,16/09/2004,1.9,9.6,
4565,16/09/2004,1.5,8.5,
4566,17/09/2004,1.1,10.7,109.0
4567,17/09/2004,0.8,6.1,72.0
4568,17/09/2004,0.5,3.2,40.0
4569,17/09/2004,0.4,2.0,
4570,17/09/2004,0.3,1.2,23.0
4571,17/09/2004,0.3,1.3,24.0
4572,17/09/2004,0.5,2.2,41.0
4573,17/09/2004,2.4,14.6,99.0
4574,17/09/2004,2.2,9.7,91.0
4575,17/09/2004,1.4,6.7,81.0
4576,17/09/2004,1.6,7.6,95.0
4577,17/09/2004,1.6,8.6,113.0
4578,17/09/2004,1.6,9.0,89.0
4579,17/09/2004,2.1,10.7,88.0
4580,17/09/2004,1.1,6.3,81.0
4581,17/09/2004,1.6,9.4,82.0
4582,17/09/2004,2.4,12.5,115.0
4583,17/09/2004,2.9,15.2,112.0
4584,17/09/2004,2.7,14.8,116.0
4585,17/09/2004,3.1,15.9,129.0
4586,17/09/2004,2.2,10.0,110.0
4587,17/09/2004,1.5,6.9,105.0
4588,17/09/2004,1.2,5.5,90.0
4589,17/09/2004,1.3,6.3,94.0
4590,18/09/2004,1.4,6.7,96.0
4591,18/09/2004,0.9,3.7,70.0
4592,18/09/2004,0.7,3.2,57.0
4593,18/09/2004,0.6,2.4,
4594,18/09/2004,,2.7,45.0
4595,18/09/2004,0.5,2.3,42.0
4596,18/09/2004,0.8,3.6,71.0
4597,18/09/2004,1.2,6.4,82.0
4598,18/09/2004,1.1,5.0,81.0
4599,18/09/2004,1.6,7.9,89.0
4600,18/09/2004,1.4,6.6,83.0
4601,18/09/2004,1.2,5.2,82.0
4602,18/09/2004,1.4,6.6,78.0
4603,18/09/2004,1.6,7.6,79.0
4604,18/09/2004,1.1,5.0,78.0
4605,18/09/2004,1.1,5.3,73.0
4606,18/09/2004,1.3,5.3,73.0
4607,18/09/2004,1.5,6.5,100.0
4608,18/09/2004,2.0,9.2,122.0
4609,18/09/2004,2.4,11.6,132.0
4610,18/09/2004,2.0,9.2,116.0
4611,18/09/2004,1.5,7.5,109.0
4612,18/09/2004,1.7,9.0,109.0
4613,18/09/2004,2.5,12.1,116.0
4614,19/09/2004,2.2,10.5,104.0
4615,19/09/2004,1.4,7.1,81.0
4616,19/09/2004,1.2,6.2,64.0
4617,19/09/2004,1.2,7.8,
4618,19/09/2004,0.9,3.8,54.0
4619,19/09/2004,0.5,2.3,35.0
4620,19/09/2004,0.6,2.9,44.0
4621,19/09/2004,1.0,4.8,62.0
4622,19/09/2004,1.3,7.7,68.0
4623,19/09/2004,1.7,8.8,85.0
4624,19/09/2004,2.2,10.6,110.0
4625,19/09/2004,2.1,10.2,115.0
4626,19/09/2004,2.2,11.0,129.0
4627,19/09/2004,2.0,11.9,106.0
4628,19/09/2004,2.0,10.8,87.0
4629,19/09/2004,1.2,5.1,70.0
4630,19/09/2004,1.8,8.3,106.0
4631,19/09/2004,4.3,20.7,151.0
4632,19/09/2004,3.8,16.8,179.0
4633,19/09/2004,4.4,20.4,188.0
4634,19/09/2004,3.8,15.3,187.0
4635,19/09/2004,1.9,8.8,121.0
4636,19/09/2004,1.7,8.5,99.0
4637,19/09/2004,1.8,8.7,100.0
4638,20/09/2004,1.1,5.7,79.0
4639,20/09/2004,0.8,4.0,57.0
4640,20/09/2004,0.7,3.0,43.0
4641,20/09/2004,0.6,2.2,
4642,20/09/2004,0.5,2.2,50.0
4643,20/09/2004,0.5,2.7,47.0
4644,20/09/2004,0.9,4.7,60.0
4645,20/09/2004,3.5,21.7,91.0
4646,20/09/2004,,32.2,
4647,20/09/2004,5.7,27.5,159.0
4648,20/09/2004,3.5,18.1,173.0
4649,20/09/2004,3.7,18.6,174.0
4650,20/09/2004,3.1,17.6,165.0
4651,20/09/2004,3.0,16.3,136.0
4652,20/09/2004,2.6,11.8,125.0
4653,20/09/2004,2.4,11.9,122.0
4654,20/09/2004,2.6,15.5,124.0
4655,20/09/2004,5.0,28.8,184.0
4656,20/09/2004,5.6,31.1,200.0
4657,20/09/2004,6.5,34.9,225.0
4658,20/09/2004,4.1,19.5,168.0
4659,20/09/2004,2.1,11.7,118.0
4660,20/09/2004,2.0,9.9,115.0
4661,20/09/2004,1.4,7.7,94.0
4662,21/09/2004,0.8,4.4,62.0
4663,21/09/2004,0.8,4.1,68.0
4664,21/09/2004,0.6,3.1,50.0
4665,21/09/2004,0.5,2.4,
4666,21/09/2004,0.4,2.1,36.0
4667,21/09/2004,0.6,3.3,53.0
4668,21/09/2004,1.4,8.1,79.0
4669,21/09/2004,5.6,31.4,133.0
4670,21/09/2004,7.3,41.2,148.0
4671,21/09/2004,5.3,27.3,161.0
4672,21/09/2004,4.4,24.2,191.0
4673,21/09/2004,3.1,17.0,158.0
4674,21/09/2004,3.3,17.7,157.0
4675,21/09/2004,3.8,19.3,188.0
4676,21/09/2004,2.3,12.7,143.0
4677,21/09/2004,2.6,14.6,152.0
4678,21/09/2004,3.2,17.8,168.0
4679,21/09/2004,5.0,26.6,205.0
4680,21/09/2004,5.6,30.3,204.0
4681,21/09/2004,5.4,28.7,210.0
4682,21/09/2004,4.4,20.0,173.0
4683,21/09/2004,2.4,11.9,123.0
4684,21/09/2004,1.5,8.1,92.0
4685,21/09/2004,1.3,7.7,77.0
4686,22/09/2004,1.1,5.9,74.0
4687,22/09/2004,1.0,5.1,74.0
4688,22/09/2004,0.6,2.4,47.0
4689,22/09/2004,0.5,2.4,
4690,22/09/2004,0.6,3.8,44.0
4691,22/09/2004,0.8,5.0,69.0
4692,22/09/2004,1.5,9.7,79.0
4693,22/09/2004,4.1,25.9,108.0
4694,22/09/2004,5.5,34.3,119.0
4695,22/09/2004,5.5,29.0,165.0
4696,22/09/2004,3.7,20.0,172.0
4697,22/09/2004,3.3,18.3,180.0
4698,22/09/2004,2.5,13.4,130.0
4699,22/09/2004,2.6,14.0,120.0
4700,22/09/2004,2.2,12.1,117.0
4701,22/09/2004,2.6,15.3,141.0
4702,22/09/2004,2.9,16.1,151.0
4703,22/09/2004,5.0,27.3,218.0
4704,22/09/2004,5.1,26.2,213.0
4705,22/09/2004,5.2,26.7,194.0
4706,22/09/2004,3.8,18.3,167.0
4707,22/09/2004,2.2,11.9,115.0
4708,22/09/2004,2.1,11.5,98.0
4709,22/09/2004,1.8,9.6,93.0
4710,23/09/2004,1.6,8.0,87.0
4711,23/09/2004,1.4,6.9,71.0
4712,23/09/2004,0.8,3.7,49.0
4713,23/09/2004,0.5,2.4,
4714,23/09/2004,,2.2,44.0
4715,23/09/2004,0.5,2.5,58.0
4716,23/09/2004,0.9,6.3,66.0
4717,23/09/2004,3.2,21.6,112.0
4718,23/09/2004,2.8,18.8,104.0
4719,23/09/2004,2.7,18.1,103.0
4720,23/09/2004,2.4,14.8,118.0
4721,23/09/2004,2.7,15.9,129.0
4722,23/09/2004,2.8,16.1,127.0
4723,23/09/2004,2.9,17.2,130.0
4724,23/09/2004,2.6,15.8,130.0
4725,23/09/2004,2.6,15.1,118.0
4726,23/09/2004,3.2,18.9,146.0
4727,23/09/2004,4.6,25.2,190.0
4728,23/09/2004,4.9,26.1,189.0
4729,23/09/2004,4.7,25.6,173.0
4730,23/09/2004,3.3,16.9,148.0
4731,23/09/2004,2.3,12.6,116.0
4732,23/09/2004,2.1,10.3,109.0
4733,23/09/2004,1.7,8.9,94.0
4734,24/09/2004,1.0,6.5,64.0
4735,24/09/2004,0.9,5.3,59.0
4736,24/09/2004,0.7,4.6,64.0
4737,24/09/2004,0.4,2.0,
4738,24/09/2004,0.4,2.5,52.0
4739,24/09/2004,0.5,2.8,55.0
4740,24/09/2004,1.3,8.4,83.0
4741,24/09/2004,3.5,21.1,114.0
4742,24/09/2004,5.5,34.0,137.0
4743,24/09/2004,5.6,29.4,160.0
4744,24/09/2004,3.4,20.3,138.0
4745,24/09/2004,3.2,18.4,134.0
4746,24/09/2004,3.7,22.3,143.0
4747,24/09/2004,4.6,26.9,153.0
4748,24/09/2004,4.2,24.0,145.0
4749,24/09/2004,3.3,19.3,123.0
4750,24/09/2004,2.7,14.5,96.0
4751,24/09/2004,2.2,11.1,107.0
4752,24/09/2004,2.8,10.4,119.0
4753,24/09/2004,2.9,10.5,109.0
4754,24/09/2004,2.0,5.8,107.0
4755,24/09/2004,0.7,2.2,57.0
4756,24/09/2004,0.6,2.0,60.0
4757,24/09/2004,1.2,3.8,22.0
4758,25/09/2004,1.2,3.9,2.0
4759,25/09/2004,1.1,3.7,7.0
4760,25/09/2004,0.6,1.7,8.0
4761,25/09/2004,0.3,1.0,
4762,25/09/2004,0.3,1.0,27.0
4763,25/09/2004,0.3,0.9,14.0
4764,25/09/2004,0.4,1.3,3.0
4765,25/09/2004,0.6,2.1,9.0
4766,25/09/2004,0.7,2.5,14.0
4767,25/09/2004,1.0,4.6,52.0
4768,25/09/2004,1.1,4.3,64.0
4769,25/09/2004,1.5,6.5,66.0
4770,25/09/2004,1.4,6.0,14.0
4771,25/09/2004,1.4,6.0,9.0
4772,25/09/2004,1.0,4.5,12.0
4773,25/09/2004,0.9,3.9,14.0
4774,25/09/2004,1.1,4.6,21.0
4775,25/09/2004,1.3,6.7,43.0
4776,25/09/2004,1.8,8.9,62.0
4777,25/09/2004,2.4,9.8,68.0
4778,25/09/2004,2.7,10.8,81.0
4779,25/09/2004,1.7,7.4,88.0
4780,25/09/2004,2.2,10.3,99.0
4781,25/09/2004,2.8,13.8,98.0
4782,26/09/2004,2.4,10.9,97.0
4783,26/09/2004,2.5,11.7,101.0
4784,26/09/2004,1.4,7.8,90.0
4785,26/09/2004,1.4,7.7,
4786,26/09/2004,,5.5,61.0
4787,26/09/2004,0.9,4.5,55.0
4788,26/09/2004,0.6,3.3,46.0
4789,26/09/2004,1.0,5.4,56.0
4790,26/09/2004,1.6,8.2,83.0
4791,26/09/2004,0.9,3.0,55.0
4792,26/09/2004,0.9,3.0,47.0
4793,26/09/2004,1.0,3.5,61.0
4794,26/09/2004,1.0,3.6,58.0
4795,26/09/2004,0.9,4.0,59.0
4796,26/09/2004,0.9,4.2,54.0
4797,26/09/2004,0.9,3.1,69.0
4798,26/09/2004,0.9,3.5,54.0
4799,26/09/2004,2.7,10.3,95.0
4800,26/09/2004,2.2,7.8,99.0
4801,26/09/2004,3.3,10.7,127.0
4802,26/09/2004,2.1,7.3,98.0
4803,26/09/2004,1.8,7.7,112.0
4804,26/09/2004,1.9,8.6,115.0
4805,26/09/2004,2.3,10.0,114.0
4806,27/09/2004,1.9,8.5,103.0
4807,27/09/2004,1.3,5.8,81.0
4808,27/09/2004,1.0,5.0,75.0
4809,27/09/2004,0.6,2.9,
4810,27/09/2004,0.6,3.4,64.0
4811,27/09/2004,0.9,5.6,71.0
4812,27/09/2004,1.5,9.0,99.0
4813,27/09/2004,5.5,26.9,132.0
4814,27/09/2004,4.0,18.8,135.0
4815,27/09/2004,1.8,8.2,94.0
4816,27/09/2004,1.9,9.1,103.0
4817,27/09/2004,1.7,9.2,123.0
4818,27/09/2004,1.6,8.3,95.0
4819,27/09/2004,1.9,9.1,90.0
4820,27/09/2004,1.6,9.2,99.0
4821,27/09/2004,1.8,9.6,107.0
4822,27/09/2004,2.0,11.8,112.0
4823,27/09/2004,3.1,17.3,132.0
4824,27/09/2004,3.9,17.8,148.0
4825,27/09/2004,4.3,20.9,158.0
4826,27/09/2004,3.5,14.9,145.0
4827,27/09/2004,2.4,11.3,128.0
4828,27/09/2004,1.5,8.4,105.0
4829,27/09/2004,1.3,6.8,90.0
4830,28/09/2004,1.0,4.9,85.0
4831,28/09/2004,0.8,3.5,73.0
4832,28/09/2004,0.5,2.8,74.0
4833,28/09/2004,0.4,2.1,
4834,28/09/2004,0.5,2.2,61.0
4835,28/09/2004,0.7,3.9,69.0
4836,28/09/2004,1.2,7.3,82.0
4837,28/09/2004,2.4,15.5,120.0
4838,28/09/2004,4.3,27.1,135.0
4839,28/09/2004,4.1,21.3,152.0
4840,28/09/2004,3.7,19.9,177.0
4841,28/09/2004,3.4,19.4,181.0
4842,28/09/2004,3.8,21.8,176.0
4843,28/09/2004,4.1,21.7,163.0
4844,28/09/2004,3.4,18.9,174.0
4845,28/09/2004,2.3,13.0,117.0
4846,28/09/2004,3.2,18.8,145.0
4847,28/09/2004,4.8,26.8,173.0
4848,28/09/2004,6.7,36.9,204.0
4849,28/09/2004,7.5,39.3,209.0
4850,28/09/2004,4.5,23.1,175.0
4851,28/09/2004,2.1,11.6,129.0
4852,28/09/2004,1.5,8.3,111.0
4853,28/09/2004,1.1,5.7,85.0
4854,29/09/2004,1.1,5.9,86.0
4855,29/09/2004,0.9,4.1,71.0
4856,29/09/2004,0.5,2.2,60.0
4857,29/09/2004,0.4,2.0,
4858,29/09/2004,,2.2,48.0
4859,29/09/2004,0.4,2.0,45.0
4860,29/09/2004,0.7,4.0,53.0
4861,29/09/2004,2.0,13.4,94.0
4862,29/09/2004,4.2,28.0,122.0
4863,29/09/2004,5.2,28.6,170.0
4864,29/09/2004,3.8,21.4,174.0
4865,29/09/2004,3.7,19.1,191.0
4866,29/09/2004,3.4,19.6,179.0
4867,29/09/2004,3.1,15.8,148.0
4868,29/09/2004,2.4,13.5,129.0
4869,29/09/2004,2.8,15.9,148.0
4870,29/09/2004,3.6,19.9,184.0
4871,29/09/2004,4.0,21.6,188.0
4872,29/09/2004,5.6,31.0,204.0
4873,29/09/2004,6.3,34.1,201.0
4874,29/09/2004,4.7,22.8,165.0
4875,29/09/2004,1.9,12.3,133.0
4876,29/09/2004,1.9,10.9,125.0
4877,29/09/2004,1.2,7.1,101.0
4878,30/09/2004,0.9,5.7,79.0
4879,30/09/2004,,5.3,
4880,30/09/2004,,2.9,
4881,30/09/2004,,1.9,
4882,30/09/2004,,2.4,
4883,30/09/2004,,4.0,
4884,30/09/2004,,8.1,
4885,30/09/2004,,24.8,
4886,30/09/2004,,36.3,
4887,30/09/2004,,20.9,
4888,30/09/2004,,22.2,
4889,30/09/2004,,23.5,
4890,30/09/2004,1.7,10.8,
4891,30/09/2004,1.7,11.2,101.0
4892,30/09/2004,2.2,15.1,113.0
4893,30/09/2004,2.8,17.4,121.0
4894,30/09/2004,3.9,23.4,146.0
4895,30/09/2004,6.5,35.9,188.0
4896,30/09/2004,6.3,34.0,182.0
4897,30/09/2004,5.7,30.1,166.0
4898,30/09/2004,4.4,20.0,142.0
4899,30/09/2004,1.6,10.5,84.0
4900,30/09/2004,1.5,9.0,87.0
4901,30/09/2004,1.7,10.7,91.0
4902,01/10/2004,1.9,10.4,91.0
4903,01/10/2004,1.6,9.7,74.0
4904,01/10/2004,1.3,6.9,69.0
4905,01/10/2004,0.8,4.0,
4906,01/10/2004,0.6,3.0,54.0
4907,01/10/2004,0.7,4.3,60.0
4908,01/10/2004,1.6,9.8,69.0
4909,01/10/2004,2.9,17.2,91.0
4910,01/10/2004,4.1,27.9,97.0
4911,01/10/2004,3.7,20.5,114.0
4912,01/10/2004,3.6,21.2,129.0
4913,01/10/2004,3.4,19.9,137.0
4914,01/10/2004,3.7,21.1,134.0
4915,01/10/2004,4.1,22.3,132.0
4916,01/10/2004,3.2,,123.0
4917,01/10/2004,2.4,12.9,105.0
4918,01/10/2004,3.4,18.4,136.0
4919,01/10/2004,5.6,26.5,169.0
4920,01/10/2004,,29.4,
4921,01/10/2004,,33.7,
4922,01/10/2004,,19.9,
4923,01/10/2004,,13.5,
4924,01/10/2004,,11.2,
4925,01/10/2004,,9.1,
4926,02/10/2004,,10.9,
4927,02/10/2004,,8.4,
4928,02/10/2004,,7.1,
4929,02/10/2004,,4.3,
4930,02/10/2004,,4.0,
4931,02/10/2004,,5.8,
4932,02/10/2004,,6.3,
4933,02/10/2004,,12.3,
4934,02/10/2004,,13.3,
4935,02/10/2004,,12.5,
4936,02/10/2004,,10.5,
4937,02/10/2004,,12.1,
4938,02/10/2004,,12.1,
4939,02/10/2004,,11.2,
4940,02/10/2004,,7.2,
4941,02/10/2004,,8.7,
4942,02/10/2004,,9.6,
4943,02/10/2004,,11.6,
4944,02/10/2004,,12.7,
4945,02/10/2004,,20.7,
4946,02/10/2004,,17.8,
4947,02/10/2004,,11.2,
4948,02/10/2004,,10.8,
4949,02/10/2004,,9.4,
4950,03/10/2004,,8.5,
4951,03/10/2004,,6.5,
4952,03/10/2004,,5.1,
4953,03/10/2004,,4.5,
4954,03/10/2004,,3.9,
4955,03/10/2004,,3.3,
4956,03/10/2004,,3.2,
4957,03/10/2004,,5.4,
4958,03/10/2004,,5.6,
4959,03/10/2004,,7.5,
4960,03/10/2004,,10.7,
4961,03/10/2004,,8.4,
4962,03/10/2004,,11.3,
4963,03/10/2004,,8.3,
4964,03/10/2004,,6.0,
4965,03/10/2004,,6.7,
4966,03/10/2004,,6.2,
4967,03/10/2004,,7.7,
4968,03/10/2004,,11.0,
4969,03/10/2004,,20.8,
4970,03/10/2004,,21.4,
4971,03/10/2004,,10.4,
4972,03/10/2004,,8.3,
4973,03/10/2004,,7.8,
4974,04/10/2004,,5.5,
4975,04/10/2004,,5.2,
4976,04/10/2004,,3.2,
4977,04/10/2004,,2.7,
4978,04/10/2004,,3.0,
4979,04/10/2004,,4.0,
4980,04/10/2004,,5.6,
4981,04/10/2004,,11.1,
4982,04/10/2004,,20.1,
4983,04/10/2004,,23.6,
4984,04/10/2004,,21.0,
4985,04/10/2004,,21.8,
4986,04/10/2004,,22.1,
4987,04/10/2004,,18.2,
4988,04/10/2004,,14.2,
4989,04/10/2004,,14.9,
4990,04/10/2004,,21.1,
4991,04/10/2004,,30.3,
4992,04/10/2004,,41.6,
4993,04/10/2004,,44.7,
4994,04/10/2004,,21.3,
4995,04/10/2004,,10.0,
4996,04/10/2004,,8.9,
4997,04/10/2004,,7.4,
4998,05/10/2004,,6.4,
4999,05/10/2004,,3.7,
5000,05/10/2004,,2.5,
5001,05/10/2004,,2.7,
5002,05/10/2004,,2.5,
5003,05/10/2004,,4.1,
5004,05/10/2004,,7.8,
5005,05/10/2004,,30.8,
5006,05/10/2004,,26.4,
5007,05/10/2004,,21.6,
5008,05/10/2004,,22.8,
5009,05/10/2004,,19.3,
5010,05/10/2004,,30.4,
5011,05/10/2004,,23.4,
5012,05/10/2004,,17.1,
5013,05/10/2004,,14.6,
5014,05/10/2004,,21.6,
5015,05/10/2004,,31.9,
5016,05/10/2004,,40.5,
5017,05/10/2004,,41.6,
5018,05/10/2004,,23.9,
