,DATE,TIME,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,NOX_GT,PT08_S3_NOX,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,MONTH,HOUR
486,2004-03-31,00.00.00,1.3,1029.0,81.0,3.8,702.0,68.0,1180.0,82.0,1287.0,639.0,14.8,41.0,0.685,3,0
487,2004-03-31,01.00.00,1.0,973.0,50.0,2.7,631.0,44.0,1287.0,64.0,1240.0,541.0,14.8,40.8,0.6814,3,1
488,2004-03-31,02.00.00,0.9,972.0,66.0,2.8,639.0,47.0,1222.0,70.0,1256.0,678.0,14.8,40.8,0.6834,3,2
490,2004-03-31,04.00.00,0.5,851.0,18.0,0.8,477.0,15.0,1699.0,26.0,1064.0,343.0,14.5,36.1,0.5928,3,4
491,2004-03-31,05.00.00,0.6,909.0,31.0,1.5,545.0,44.0,1473.0,58.0,1131.0,436.0,14.6,36.0,0.5947,3,5
492,2004-03-31,06.00.00,1.0,1038.0,57.0,3.5,684.0,85.0,1220.0,93.0,1279.0,688.0,14.4,38.5,0.6291,3,6
493,2004-03-31,07.00.00,3.1,1636.0,342.0,15.6,1168.0,207.0,721.0,110.0,1926.0,1438.0,13.8,58.2,0.9129,3,7
494,2004-03-31,08.00.00,4.1,1580.0,644.0,19.9,1295.0,230.0,639.0,115.0,1957.0,1489.0,13.2,61.1,0.9256,3,8
495,2004-03-31,09.00.00,2.2,1262.0,216.0,8.6,924.0,181.0,872.0,125.0,1576.0,1093.0,10.4,74.4,0.9384,3,9
496,2004-03-31,10.00.00,1.7,1197.0,117.0,6.5,837.0,144.0,957.0,118.0,1498.0,965.0,11.5,71.0,0.9582,3,10
497,2004-03-31,11.00.00,1.9,1277.0,156.0,7.7,886.0,140.0,902.0,109.0,1579.0,1004.0,12.2,70.0,0.9924,3,11
498,2004-03-31,12.00.00,2.9,1430.0,332.0,11.3,1025.0,204.0,779.0,123.0,1772.0,1166.0,12.3,73.3,1.0442,3,12
499,2004-03-31,13.00.00,2.2,1242.0,232.0,9.1,944.0,149.0,846.0,114.0,1638.0,991.0,11.3,78.1,1.0411,3,13
500,2004-03-31,14.00.00,2.6,1349.0,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,3,14
501,2004-03-31,15.00.00,3.1,1390.0,386.0,13.5,1100.0,195.0,755.0,119.0,1799.0,1192.0,14.9,59.3,0.9974,3,15
502,2004-03-31,16.00.00,2.3,1224.0,278.0,10.1,980.0,152.0,850.0,111.0,1637.0,1055.0,15.7,50.9,0.8997,3,16
503,2004-03-31,17.00.00,2.4,1253.0,263.0,11.3,1026.0,128.0,810.0,103.0,1681.0,1048.0,15.2,52.9,0.9087,3,17
504,2004-03-31,18.00.00,2.8,1312.0,322.0,11.8,1041.0,121.0,821.0,103.0,1712.0,1073.0,15.5,50.8,0.8881,3,18
505,2004-03-31,19.00.00,2.7,1254.0,226.0,11.5,1033.0,142.0,819.0,107.0,1669.0,1068.0,14.3,52.9,0.8581,3,19
506,2004-03-31,20.00.00,2.3,1198.0,221.0,9.3,953.0,131.0,882.0,105.0,1588.0,1019.0,13.2,56.0,0.8446,3,20
507,2004-03-31,21.00.00,1.5,1060.0,109.0,5.5,787.0,81.0,1044.0,91.0,1418.0,833.0,12.6,57.0,0.8315,3,21
508,2004-03-31,22.00.00,1.4,1050.0,105.0,5.1,769.0,60.0,1078.0,79.0,1409.0,759.0,12.3,57.8,0.8224,3,22
509,2004-03-31,23.00.00,1.2,1029.0,84.0,4.8,754.0,57.0,1098.0,79.0,1395.0,749.0,12.0,58.4,0.8164,3,23
510,2004-04-01,00.00.00,1.6,1143.0,106.0,6.3,825.0,96.0,986.0,86.0,1477.0,978.0,12.0,61.6,0.8593,4,0
511,2004-04-01,01.00.00,1.2,1044.0,100.0,5.1,770.0,85.0,1031.0,70.0,1425.0,944.0,11.5,63.9,0.8652,4,1
512,2004-04-01,02.00.00,1.1,1034.0,71.0,4.1,716.0,50.0,1085.0,55.0,1405.0,891.0,10.7,67.2,0.863,4,2
514,2004-04-01,04.00.00,0.7,909.0,44.0,2.4,615.0,57.0,1237.0,49.0,1322.0,790.0,10.2,66.6,0.8299,4,4
515,2004-04-01,05.00.00,0.9,996.0,45.0,2.9,648.0,64.0,1176.0,50.0,1340.0,852.0,11.0,63.7,0.8325,4,5
516,2004-04-01,06.00.00,1.7,1154.0,134.0,7.4,876.0,153.0,1002.0,67.0,1561.0,987.0,9.6,68.8,0.8243,4,6
517,2004-04-01,07.00.00,4.2,1510.0,505.0,19.8,1291.0,342.0,675.0,94.0,1949.0,1435.0,9.5,69.6,0.8273,4,7
518,2004-04-01,08.00.00,6.2,1722.0,1042.0,31.9,1595.0,378.0,539.0,119.0,2439.0,1798.0,11.9,60.9,0.8455,4,8
519,2004-04-01,09.00.00,4.6,1512.0,737.0,21.0,1323.0,304.0,631.0,139.0,2001.0,1677.0,16.2,48.6,0.8892,4,9
520,2004-04-01,10.00.00,2.8,1258.0,375.0,11.7,1040.0,192.0,800.0,113.0,1701.0,1282.0,19.2,39.6,0.8693,4,10
521,2004-04-01,11.00.00,1.6,1094.0,124.0,6.8,850.0,130.0,970.0,88.0,1489.0,871.0,19.7,38.4,0.8743,4,11
522,2004-04-01,12.00.00,1.7,1129.0,137.0,7.4,875.0,106.0,974.0,73.0,1524.0,759.0,20.6,36.7,0.8797,4,12
523,2004-04-01,13.00.00,1.7,1125.0,179.0,8.6,924.0,102.0,937.0,73.0,1542.0,790.0,21.8,33.9,0.8771,4,13
527,2004-04-01,17.00.00,3.3,1308.0,388.0,16.4,1193.0,163.0,793.0,106.0,1193.0,1187.0,23.6,27.5,0.7913,4,17
528,2004-04-01,18.00.00,4.2,1529.0,589.0,21.2,1331.0,211.0,700.0,132.0,2028.0,1399.0,22.8,32.1,0.8814,4,18
529,2004-04-01,19.00.00,5.5,1592.0,840.0,25.0,1429.0,267.0,624.0,164.0,2089.0,1644.0,20.8,36.7,0.8878,4,19
530,2004-04-01,20.00.00,4.9,1536.0,655.0,20.2,1302.0,269.0,666.0,161.0,1922.0,1599.0,18.3,40.9,0.8493,4,20
531,2004-04-01,21.00.00,2.5,1192.0,254.0,10.8,1007.0,154.0,827.0,124.0,1604.0,1223.0,16.8,44.0,0.8341,4,21
532,2004-04-01,22.00.00,2.0,1186.0,188.0,9.9,976.0,127.0,844.0,113.0,1570.0,1200.0,15.8,48.0,0.8569,4,22
533,2004-04-01,23.00.00,2.0,1203.0,120.0,8.5,920.0,122.0,898.0,103.0,1529.0,1118.0,14.9,52.0,0.8757,4,23
534,2004-04-02,00.00.00,2.0,1139.0,157.0,8.0,899.0,126.0,921.0,104.0,1514.0,1067.0,14.1,54.4,0.8701,4,0
535,2004-04-02,01.00.00,1.3,1072.0,88.0,5.6,795.0,84.0,986.0,93.0,1442.0,1048.0,13.3,58.8,0.8922,4,1
536,2004-04-02,02.00.00,1.0,954.0,68.0,3.2,667.0,58.0,1180.0,60.0,1350.0,718.0,13.3,60.9,0.9229,4,2
538,2004-04-02,04.00.00,-200.0,926.0,36.0,2.8,638.0,37.0,1195.0,52.0,1342.0,749.0,11.2,65.9,0.8775,4,4
539,2004-04-02,05.00.00,0.7,968.0,51.0,2.6,628.0,56.0,1197.0,66.0,1372.0,737.0,11.3,72.9,0.9738,4,5
540,2004-04-02,06.00.00,1.1,1067.0,93.0,4.3,727.0,91.0,1055.0,82.0,1448.0,903.0,11.4,71.8,0.9671,4,6
541,2004-04-02,07.00.00,2.6,1386.0,284.0,13.0,1083.0,159.0,798.0,109.0,1833.0,1159.0,11.9,73.7,1.0254,4,7
542,2004-04-02,08.00.00,3.9,1474.0,486.0,20.3,1306.0,190.0,634.0,114.0,2060.0,1365.0,12.6,70.2,1.0221,4,8
543,2004-04-02,09.00.00,5.0,1569.0,798.0,20.7,1316.0,249.0,634.0,139.0,2054.0,1510.0,13.6,65.3,1.0136,4,9
544,2004-04-02,10.00.00,3.3,1375.0,524.0,15.9,1177.0,196.0,706.0,127.0,1898.0,1386.0,16.9,52.3,1.0013,4,10
545,2004-04-02,11.00.00,2.9,1328.0,468.0,14.2,1123.0,180.0,738.0,127.0,1821.0,1368.0,19.4,44.1,0.9855,4,11
546,2004-04-02,12.00.00,3.1,1341.0,454.0,15.9,1176.0,167.0,748.0,135.0,1825.0,1347.0,22.9,33.8,0.9322,4,12
547,2004-04-02,13.00.00,3.0,1297.0,461.0,16.1,1183.0,159.0,765.0,130.0,1773.0,1242.0,23.6,31.3,0.9001,4,13
548,2004-04-02,14.00.00,2.7,1303.0,391.0,14.7,1139.0,152.0,790.0,126.0,1761.0,1138.0,24.7,30.5,0.9371,4,14
549,2004-04-02,15.00.00,2.7,1281.0,337.0,14.0,1116.0,149.0,809.0,121.0,1703.0,1080.0,26.1,27.3,0.9101,4,15
550,2004-04-02,16.00.00,2.6,1248.0,297.0,13.6,1103.0,143.0,872.0,122.0,1632.0,1002.0,27.6,22.8,0.8288,4,16
551,2004-04-02,17.00.00,3.7,1382.0,588.0,19.7,1288.0,185.0,778.0,138.0,1799.0,1212.0,26.9,22.3,0.7792,4,17
552,2004-04-02,18.00.00,4.5,1491.0,721.0,23.3,1385.0,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,4,18
553,2004-04-02,19.00.00,4.7,1620.0,710.0,24.1,1407.0,215.0,641.0,154.0,2052.0,1567.0,21.2,40.1,0.9978,4,19
554,2004-04-02,20.00.00,5.5,1693.0,787.0,25.4,1439.0,271.0,618.0,168.0,2083.0,1723.0,19.4,42.5,0.9483,4,20
555,2004-04-02,21.00.00,3.0,1374.0,415.0,14.1,1121.0,180.0,771.0,146.0,1685.0,1399.0,18.5,43.0,0.9074,4,21
556,2004-04-02,22.00.00,1.9,1287.0,245.0,10.1,982.0,115.0,841.0,124.0,1582.0,1291.0,17.8,47.0,0.9467,4,22
557,2004-04-02,23.00.00,2.3,1408.0,294.0,12.1,1052.0,149.0,761.0,124.0,1684.0,1443.0,16.8,53.2,1.01,4,23
558,2004-04-03,00.00.00,1.6,1254.0,139.0,9.0,941.0,98.0,828.0,106.0,1566.0,1270.0,17.1,51.8,0.999,4,0
559,2004-04-03,01.00.00,1.3,1141.0,98.0,6.3,827.0,73.0,936.0,88.0,1488.0,1110.0,16.2,54.2,0.9933,4,1
560,2004-04-03,02.00.00,1.2,1141.0,88.0,5.3,777.0,69.0,986.0,83.0,1455.0,1060.0,15.1,58.2,0.9886,4,2
562,2004-04-03,04.00.00,0.8,986.0,57.0,3.0,651.0,60.0,1145.0,74.0,1380.0,891.0,14.5,58.0,0.9488,4,4
563,2004-04-03,05.00.00,0.8,1005.0,57.0,3.3,673.0,56.0,1103.0,64.0,1387.0,905.0,13.7,61.6,0.9631,4,5
564,2004-04-03,06.00.00,0.9,1041.0,60.0,3.5,683.0,73.0,1112.0,69.0,1398.0,899.0,13.9,59.6,0.9408,4,6
565,2004-04-03,07.00.00,2.0,1272.0,200.0,9.5,959.0,159.0,846.0,91.0,1660.0,1136.0,13.3,61.7,0.9399,4,7
566,2004-04-03,08.00.00,3.0,1436.0,451.0,15.2,1154.0,203.0,704.0,96.0,1872.0,1391.0,15.1,55.8,0.9486,4,8
567,2004-04-03,09.00.00,3.1,1472.0,422.0,14.3,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684,4,9
616,2004-04-05,10.00.00,3.1,1461.0,424.0,14.3,1127.0,236.0,703.0,124.0,1836.0,1451.0,15.6,57.4,1.0075,4,10
617,2004-04-05,11.00.00,3.0,1430.0,339.0,13.7,1107.0,228.0,713.0,121.0,1853.0,1409.0,16.6,55.2,1.0382,4,11
618,2004-04-05,12.00.00,3.2,1498.0,445.0,15.7,1171.0,206.0,684.0,114.0,1942.0,1434.0,17.0,54.3,1.0434,4,12
619,2004-04-05,13.00.00,3.1,1454.0,535.0,15.4,1162.0,188.0,682.0,114.0,1915.0,1457.0,18.0,51.5,1.0552,4,13
620,2004-04-05,14.00.00,2.5,1402.0,278.0,12.6,1069.0,158.0,733.0,106.0,1793.0,1325.0,19.5,47.5,1.0653,4,14
621,2004-04-05,15.00.00,2.1,1327.0,256.0,9.8,971.0,124.0,803.0,89.0,1705.0,1120.0,21.6,41.7,1.0606,4,15
622,2004-04-05,16.00.00,2.0,1273.0,245.0,9.6,963.0,98.0,832.0,82.0,1662.0,931.0,22.2,38.3,1.0106,4,16
623,2004-04-05,17.00.00,3.2,1457.0,458.0,16.3,1190.0,160.0,678.0,111.0,1877.0,1212.0,20.3,42.8,1.0053,4,17
624,2004-04-05,18.00.00,4.1,1543.0,710.0,19.8,1290.0,194.0,631.0,132.0,2011.0,1353.0,19.7,45.4,1.0312,4,18
625,2004-04-05,19.00.00,3.9,1499.0,678.0,18.0,1239.0,174.0,651.0,121.0,1957.0,1359.0,18.8,47.5,1.0199,4,19
626,2004-04-05,20.00.00,3.1,1378.0,436.0,13.6,1102.0,157.0,742.0,116.0,1796.0,1273.0,17.9,49.4,1.0064,4,20
627,2004-04-05,21.00.00,2.0,1243.0,178.0,8.7,928.0,109.0,852.0,100.0,1622.0,1079.0,17.5,50.9,1.009,4,21
628,2004-04-05,22.00.00,1.7,1196.0,160.0,7.7,885.0,85.0,884.0,89.0,1589.0,973.0,17.4,51.8,1.023,4,22
629,2004-04-05,23.00.00,1.6,1137.0,177.0,7.3,869.0,90.0,890.0,92.0,1554.0,951.0,17.0,53.9,1.0363,4,23
630,2004-04-06,00.00.00,1.0,1015.0,101.0,4.1,718.0,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408,4,0
631,2004-04-06,01.00.00,0.8,978.0,66.0,2.7,635.0,36.0,1188.0,51.0,1382.0,579.0,15.9,57.0,1.0224,4,1
632,2004-04-06,02.00.00,0.5,933.0,40.0,1.5,547.0,25.0,1357.0,39.0,1336.0,542.0,15.0,59.2,1.0059,4,2
634,2004-04-06,04.00.00,0.5,908.0,39.0,1.8,569.0,24.0,1303.0,35.0,1360.0,526.0,14.1,61.6,0.9883,4,4
635,2004-04-06,05.00.00,0.8,980.0,62.0,3.4,677.0,73.0,1141.0,64.0,1435.0,659.0,14.6,58.8,0.9711,4,5
636,2004-04-06,06.00.00,1.7,1236.0,120.0,8.5,920.0,164.0,880.0,94.0,1641.0,1012.0,14.4,58.9,0.9594,4,6
637,2004-04-06,07.00.00,4.5,1664.0,599.0,24.1,1407.0,329.0,594.0,134.0,2198.0,1564.0,15.3,55.2,0.9538,4,7
638,2004-04-06,08.00.00,6.2,1757.0,1084.0,33.7,1636.0,302.0,494.0,129.0,2560.0,1806.0,16.2,52.5,0.9576,4,8
639,2004-04-06,09.00.00,4.4,1524.0,776.0,22.0,1350.0,256.0,588.0,125.0,2096.0,1604.0,18.4,46.3,0.9734,4,9
640,2004-04-06,10.00.00,2.9,1329.0,470.0,14.1,1119.0,182.0,707.0,107.0,1823.0,1288.0,19.6,41.8,0.9407,4,10
641,2004-04-06,11.00.00,1.6,1167.0,169.0,7.6,884.0,105.0,881.0,78.0,1580.0,931.0,20.2,40.1,0.937,4,11
642,2004-04-06,12.00.00,2.6,1369.0,304.0,14.5,1132.0,136.0,715.0,91.0,1818.0,1162.0,20.9,36.6,0.8939,4,12
643,2004-04-06,13.00.00,2.9,1284.0,405.0,13.6,1103.0,167.0,755.0,116.0,1704.0,1064.0,20.4,34.7,0.8229,4,13
644,2004-04-06,14.00.00,2.5,1221.0,297.0,11.5,1032.0,166.0,811.0,131.0,1630.0,913.0,19.3,35.4,0.7813,4,14
645,2004-04-06,15.00.00,1.9,1096.0,220.0,9.2,947.0,115.0,872.0,113.0,1519.0,684.0,18.6,36.9,0.7829,4,15
646,2004-04-06,16.00.00,1.9,1143.0,226.0,10.3,988.0,109.0,849.0,98.0,1590.0,710.0,18.8,36.8,0.7883,4,16
647,2004-04-06,17.00.00,2.7,1251.0,456.0,14.0,1116.0,143.0,760.0,116.0,1716.0,923.0,17.5,40.6,0.8068,4,17
648,2004-04-06,18.00.00,3.0,1268.0,470.0,15.0,1148.0,159.0,728.0,120.0,1776.0,1006.0,16.8,44.3,0.8428,4,18
649,2004-04-06,19.00.00,3.3,1314.0,503.0,15.1,1150.0,181.0,726.0,126.0,1784.0,1083.0,16.3,47.7,0.8746,4,19
650,2004-04-06,20.00.00,3.2,1315.0,459.0,14.8,1142.0,178.0,724.0,126.0,1807.0,1161.0,15.6,50.7,0.8947,4,20
651,2004-04-06,21.00.00,1.8,1095.0,227.0,8.5,918.0,91.0,896.0,90.0,1527.0,800.0,15.7,49.4,0.8768,4,21
652,2004-04-06,22.00.00,1.3,1027.0,152.0,5.9,808.0,76.0,996.0,81.0,1458.0,647.0,15.8,48.6,0.8653,4,22
653,2004-04-06,23.00.00,1.1,1012.0,94.0,4.8,752.0,66.0,1053.0,74.0,1393.0,649.0,15.7,47.0,0.8325,4,23
654,2004-04-07,00.00.00,0.9,948.0,93.0,4.0,710.0,56.0,1127.0,67.0,1352.0,575.0,15.7,45.9,0.8121,4,0
655,2004-04-07,01.00.00,0.7,889.0,49.0,2.3,603.0,35.0,1308.0,46.0,1271.0,455.0,15.6,44.9,0.792,4,1
656,2004-04-07,02.00.00,0.4,830.0,30.0,1.4,538.0,21.0,1475.0,30.0,1214.0,392.0,15.6,44.4,0.7827,4,2
658,2004-04-07,04.00.00,0.3,804.0,30.0,0.7,468.0,12.0,1826.0,19.0,1166.0,320.0,15.7,45.4,0.8063,4,4
659,2004-04-07,05.00.00,0.3,824.0,32.0,0.8,478.0,22.0,1705.0,32.0,1200.0,331.0,15.3,50.1,0.8617,4,5
660,2004-04-07,06.00.00,0.8,1000.0,59.0,3.6,688.0,55.0,1257.0,61.0,1398.0,426.0,14.2,58.6,0.9443,4,6
661,2004-04-07,07.00.00,2.8,1307.0,277.0,12.9,1082.0,152.0,777.0,111.0,1769.0,830.0,14.3,58.2,0.9431,4,7
662,2004-04-07,08.00.00,3.1,1286.0,454.0,15.7,1171.0,153.0,716.0,102.0,1821.0,1006.0,15.0,52.0,0.8817,4,8
663,2004-04-07,09.00.00,2.3,1150.0,211.0,8.6,925.0,152.0,865.0,116.0,1576.0,820.0,13.6,61.4,0.9519,4,9
664,2004-04-07,10.00.00,1.6,1087.0,196.0,7.4,876.0,112.0,911.0,96.0,1554.0,737.0,16.1,53.1,0.9675,4,10
665,2004-04-07,11.00.00,1.5,1016.0,110.0,6.6,839.0,119.0,991.0,97.0,1448.0,790.0,16.6,44.3,0.8294,4,11
666,2004-04-07,12.00.00,1.6,1029.0,164.0,7.8,892.0,122.0,937.0,110.0,1474.0,760.0,17.4,40.3,0.7922,4,12
667,2004-04-07,13.00.00,1.8,1109.0,151.0,9.1,943.0,115.0,883.0,103.0,1604.0,767.0,18.1,42.2,0.8679,4,13
668,2004-04-07,14.00.00,1.4,997.0,112.0,6.1,817.0,84.0,1030.0,79.0,1426.0,626.0,14.4,51.8,0.8433,4,14
669,2004-04-07,15.00.00,1.9,1177.0,117.0,7.5,880.0,146.0,927.0,104.0,1552.0,776.0,10.9,76.4,0.9953,4,15
670,2004-04-07,16.00.00,1.2,1045.0,120.0,5.9,808.0,65.0,1038.0,69.0,1421.0,589.0,16.4,47.7,0.8819,4,16
671,2004-04-07,17.00.00,2.3,1171.0,251.0,12.7,1073.0,120.0,847.0,96.0,1623.0,872.0,18.0,37.1,0.7598,4,17
672,2004-04-07,18.00.00,3.3,1221.0,435.0,13.5,1101.0,185.0,799.0,121.0,1700.0,996.0,14.7,48.7,0.8089,4,18
673,2004-04-07,19.00.00,3.1,1262.0,345.0,14.5,1133.0,157.0,774.0,129.0,1748.0,1033.0,11.3,71.3,0.9514,4,19
674,2004-04-07,20.00.00,3.3,1207.0,343.0,11.0,1013.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087,4,20
675,2004-04-07,21.00.00,1.2,956.0,62.0,3.2,666.0,62.0,1235.0,71.0,1282.0,518.0,9.8,71.8,0.8702,4,21
676,2004-04-07,22.00.00,1.3,1020.0,70.0,4.3,727.0,81.0,1153.0,85.0,1391.0,631.0,9.3,75.2,0.8796,4,22
677,2004-04-07,23.00.00,1.9,1107.0,114.0,7.1,861.0,118.0,957.0,101.0,1510.0,879.0,9.6,76.0,0.9088,4,23
678,2004-04-08,00.00.00,1.4,1020.0,88.0,4.8,752.0,95.0,1074.0,97.0,1398.0,839.0,9.3,75.0,0.8799,4,0
679,2004-04-08,01.00.00,1.5,1051.0,95.0,5.7,798.0,84.0,1016.0,89.0,1455.0,876.0,9.0,76.7,0.8825,4,1
680,2004-04-08,02.00.00,1.1,965.0,83.0,4.1,716.0,56.0,1087.0,72.0,1383.0,827.0,8.2,79.6,0.8672,4,2
682,2004-04-08,04.00.00,-200.0,823.0,38.0,1.8,568.0,43.0,1366.0,57.0,1263.0,699.0,8.3,75.6,0.8302,4,4
683,2004-04-08,05.00.00,0.8,869.0,68.0,2.8,642.0,69.0,1291.0,62.0,1288.0,723.0,8.1,72.1,0.7798,4,5
684,2004-04-08,06.00.00,1.1,939.0,59.0,4.8,754.0,74.0,1169.0,64.0,1384.0,797.0,8.1,70.4,0.7609,4,6
685,2004-04-08,07.00.00,2.6,1274.0,226.0,13.8,1109.0,161.0,820.0,80.0,1723.0,1138.0,8.1,70.5,0.7627,4,7
686,2004-04-08,08.00.00,5.1,1512.0,802.0,27.1,1482.0,308.0,596.0,118.0,2189.0,1605.0,9.9,64.3,0.7859,4,8
687,2004-04-08,09.00.00,4.2,1435.0,585.0,19.1,1271.0,300.0,676.0,130.0,1885.0,1569.0,13.0,54.2,0.809,4,9
688,2004-04-08,10.00.00,2.6,1207.0,324.0,11.7,1041.0,189.0,813.0,113.0,1620.0,1319.0,16.5,42.6,0.7912,4,10
689,2004-04-08,11.00.00,2.4,1223.0,308.0,12.7,1075.0,164.0,818.0,112.0,1678.0,1198.0,19.3,34.2,0.7566,4,11
690,2004-04-08,12.00.00,2.1,1121.0,238.0,11.3,1026.0,122.0,865.0,96.0,1541.0,958.0,21.5,27.4,0.6941,4,12
691,2004-04-08,13.00.00,2.6,1176.0,301.0,14.2,1123.0,166.0,816.0,125.0,1609.0,1068.0,20.4,26.7,0.6323,4,13
692,2004-04-08,14.00.00,2.8,1144.0,294.0,13.9,1114.0,181.0,845.0,128.0,1551.0,1010.0,20.6,22.6,0.5432,4,14
693,2004-04-08,15.00.00,2.5,1136.0,353.0,13.2,1089.0,127.0,856.0,101.0,1552.0,928.0,20.6,24.8,0.5931,4,15
694,2004-04-08,16.00.00,1.9,1085.0,209.0,10.7,1004.0,106.0,888.0,95.0,1454.0,816.0,21.0,25.4,0.6264,4,16
695,2004-04-08,17.00.00,3.6,1297.0,538.0,19.7,1287.0,192.0,723.0,138.0,1798.0,1216.0,21.5,24.5,0.6203,4,17
696,2004-04-08,18.00.00,4.6,1408.0,808.0,24.0,1404.0,241.0,646.0,154.0,1972.0,1463.0,19.3,28.6,0.6357,4,18
697,2004-04-08,19.00.00,6.3,1618.0,974.0,29.1,1530.0,326.0,579.0,171.0,2167.0,1791.0,18.0,32.9,0.6737,4,19
698,2004-04-08,20.00.00,4.3,1319.0,544.0,15.8,1172.0,232.0,746.0,136.0,1699.0,1425.0,15.8,39.8,0.7096,4,20
699,2004-04-08,21.00.00,1.6,1045.0,138.0,7.0,857.0,92.0,968.0,93.0,1410.0,922.0,15.3,41.5,0.7194,4,21
700,2004-04-08,22.00.00,1.4,1058.0,92.0,6.3,824.0,95.0,993.0,99.0,1411.0,971.0,14.1,46.0,0.7363,4,22
725,2004-04-09,23.00.00,2.3,1176.0,169.0,8.4,917.0,157.0,866.0,95.0,1560.0,1151.0,12.0,67.9,0.9523,4,23
726,2004-04-10,00.00.00,1.3,1047.0,77.0,5.4,783.0,83.0,1014.0,79.0,1449.0,975.0,12.0,66.9,0.9336,4,0
727,2004-04-10,01.00.00,1.7,1116.0,98.0,6.9,854.0,118.0,929.0,78.0,1533.0,1034.0,11.5,70.1,0.9503,4,1
728,2004-04-10,02.00.00,1.7,1074.0,102.0,6.4,832.0,101.0,951.0,75.0,1507.0,980.0,11.4,69.8,0.939,4,2
730,2004-04-10,04.00.00,0.8,898.0,69.0,3.3,669.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092,4,4
731,2004-04-10,05.00.00,1.0,970.0,89.0,4.0,708.0,81.0,1121.0,55.0,1435.0,842.0,10.2,73.4,0.9129,4,5
732,2004-04-10,06.00.00,1.4,1073.0,134.0,6.0,812.0,112.0,988.0,65.0,1500.0,950.0,10.8,70.5,0.9142,4,6
733,2004-04-10,07.00.00,1.7,1081.0,157.0,8.2,906.0,150.0,895.0,72.0,1591.0,1024.0,11.0,71.0,0.9279,4,7
734,2004-04-10,08.00.00,2.0,1159.0,167.0,9.9,976.0,138.0,837.0,76.0,1663.0,1098.0,12.4,64.0,0.9206,4,8
735,2004-04-10,09.00.00,2.0,1112.0,157.0,8.8,931.0,124.0,869.0,84.0,1588.0,1011.0,15.0,53.1,0.8993,4,9
736,2004-04-10,10.00.00,1.9,1112.0,172.0,8.4,917.0,124.0,897.0,90.0,1542.0,931.0,16.6,44.4,0.8313,4,10
737,2004-04-10,11.00.00,2.1,1063.0,114.0,7.5,877.0,115.0,971.0,89.0,1481.0,811.0,18.0,38.4,0.7862,4,11
738,2004-04-10,12.00.00,1.8,1032.0,166.0,7.8,892.0,101.0,973.0,87.0,1457.0,756.0,20.6,30.0,0.7213,4,12
739,2004-04-10,13.00.00,1.5,936.0,94.0,6.4,829.0,90.0,1054.0,88.0,1336.0,607.0,19.9,26.7,0.6137,4,13
740,2004-04-10,14.00.00,1.3,883.0,108.0,5.1,766.0,90.0,1152.0,81.0,1238.0,498.0,19.8,23.1,0.5283,4,14
741,2004-04-10,15.00.00,1.4,942.0,98.0,6.9,852.0,89.0,1055.0,89.0,1318.0,540.0,21.4,22.7,0.5722,4,15
742,2004-04-10,16.00.00,1.5,943.0,132.0,6.8,850.0,92.0,1084.0,91.0,1296.0,544.0,22.1,21.3,0.5605,4,16
743,2004-04-10,17.00.00,1.7,1007.0,144.0,7.4,875.0,103.0,1027.0,104.0,1357.0,620.0,21.1,24.5,0.604,4,17
744,2004-04-10,18.00.00,2.0,1037.0,165.0,8.7,927.0,122.0,949.0,111.0,1426.0,740.0,18.3,31.6,0.6562,4,18
745,2004-04-10,19.00.00,2.5,1127.0,210.0,11.2,1022.0,159.0,871.0,129.0,1534.0,921.0,16.1,35.0,0.6372,4,19
746,2004-04-10,20.00.00,2.4,1123.0,277.0,10.5,996.0,172.0,861.0,133.0,1551.0,1033.0,14.8,41.5,0.6929,4,20
747,2004-04-10,21.00.00,2.0,1110.0,168.0,8.2,909.0,125.0,916.0,115.0,1487.0,984.0,13.2,50.3,0.7577,4,21
748,2004-04-10,22.00.00,2.9,1247.0,248.0,11.6,1037.0,187.0,812.0,125.0,1618.0,1193.0,12.3,55.5,0.7916,4,22
749,2004-04-10,23.00.00,2.5,1220.0,235.0,9.7,967.0,174.0,844.0,117.0,1545.0,1219.0,11.8,56.6,0.7833,4,23
750,2004-04-11,00.00.00,1.4,1028.0,84.0,5.1,770.0,75.0,1047.0,84.0,1326.0,913.0,11.2,56.2,0.7469,4,0
751,2004-04-11,01.00.00,1.2,978.0,75.0,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,4,1
752,2004-04-11,02.00.00,1.0,949.0,62.0,3.7,694.0,61.0,1160.0,68.0,1310.0,772.0,9.3,64.3,0.7531,4,2
754,2004-04-11,04.00.00,-200.0,863.0,49.0,3.0,651.0,38.0,1224.0,52.0,1286.0,712.0,7.8,70.4,0.7463,4,4
